AAK1	ARPIN	0.02
AAK1	ARSB	0.02
AAK1	ASB6	0.02
AAK1	ASXL1	0.08
AAK1	ATAD5	0.06
AAK1	ATG2B	0.02
AAK1	ATP11A	0.04
AAK1	ATP1A1	0.02
AAK1	ATP1B3P1	0.14
AAK1	ATP1B3	0.02
AAK1	ATP2B1	0.02
AAK1	ATP5MC2P4	0.02
AAK1	ATP5MC3	0.02
AAK1	ATP6V1A	0.06
AAK1	ATP8B4	0.02
AAK1	ATP9B	0.02
AAK1	ATPAF1	0.04
AAK1	ATXN10	0.06
AAK1	BACH2	0.02
AAK1	BAK1	0.02
AAK1	BANF1	0.02
AAK1	BARD1	0.02
AAK1	BATF	0.02
AAK1	BAZ2A	0.04
AAK1	BAZ2B	0.08
AAK1	BBS4	0.02
AAK1	BCAS2	0.02
AAK1	BCDIN3D	0.02
AAK1	BCKDK	0.06
AAK1	BCL3	0.02
AAK1	BCORL1	0.02
AAK1	BIN2	0.02
AAK1	BIN3	0.02
AAK1	BLM	0.02
AAK1	BOD1L1	0.06
AAK1	BPNT1	0.04
AAK1	BRCA2	0.02
AAK1	BRD7	0.06
AAK1	BRWD3	0.08
AAK1	BTAF1	0.02
AAK1	BTBD11	0.02
AAK1	BTBD1	0.02
AAK1	BTK	0.02
AAK1	BUD13	0.1
AAK1	C12orf10	0.02
AAK1	C12orf4	0.02
AAK1	C12orf57	0.08
AAK1	C12orf66	0.02
AAK1	C15orf41	0.04
AAK1	C16orf72	0.02
AAK1	C16orf87	0.02
AAK1	C18orf21	0.1
AAK1	C19orf47	0.04
AAK1	C19orf54	0.02
AAK1	C1QTNF4	0.14
AAK1	C1orf147	0.42
AAK1	C2orf68	0.04
AAK1	C5	0.06
AAK1	C5orf15	0.02
AAK1	C5orf56	0.2
AAK1	C7orf26	0.04
AAK1	CAD	0.1
AAK1	CALCOCO1	0.04
AAK1	CAPN7	0.02
AAK1	CAPNS1	0.02
AAK1	CARD8-AS1	0.02
AAK1	CARF	0.02
AAK1	CBX2	0.04
AAK1	CBX5	0.04
AAK1	CBX8	0.24
AAK1	CCDC102A	0.02
AAK1	CCDC107	0.02
AAK1	CCDC115	0.06
AAK1	CCDC122	0.02
AAK1	CCDC141	0.04
AAK1	CCDC142	0.02
AAK1	CCDC61	0.02
AAK1	CCDC62	0.04
AAK1	CCL5	0.02
AAK1	CCNDBP1	0.04
AAK1	CCS	0.02
AAK1	CD164	0.02
AAK1	CD200	0.02
AAK1	CD244	0.02
AAK1	CD24	0.04
AAK1	CD2AP	0.02
AAK1	CD55	0.02
AAK1	CD79B	0.06
AAK1	CD82	0.02
AAK1	CD99L2	0.02
AAK1	CDC25B	0.02
AAK1	CDC42SE1	0.04
AAK1	CDK13	0.16
AAK1	CDK6	0.02
AAK1	CEBPE	0.04
AAK1	CENPC	0.04
AAK1	CENPJ	0.12
AAK1	CENPM	0.06
AAK1	CEP126	0.02
AAK1	CEP131	0.08
AAK1	CEP192	0.02
AAK1	CEP57	0.08
AAK1	CEP63	0.02
AAK1	CEP85L	0.06
AAK1	CERKL	0.02
AAK1	CHD3	0.02
AAK1	CHMP1B	0.02
AAK1	CHPT1	0.04
AAK1	CHRM3	0.08
AAK1	CHSY1	0.02
AAK1	CIB1	0.02
AAK1	CIR1	0.02
AAK1	CITED2	0.02
AAK1	CKMT2	0.02
AAK1	CLDN15	0.02
AAK1	CLIC1P1	0.02
AAK1	CLIC1	0.02
AAK1	CLK1	0.02
AAK1	CLP1	0.02
AAK1	CMIP	0.12
AAK1	CNDP2	0.02
AAK1	CNKSR3	0.02
AAK1	CNNM2	0.1
AAK1	COA1	0.02
AAK1	COA4	0.02
AAK1	COASY	0.04
AAK1	COL23A1	0.06
AAK1	COPB1	0.18
AAK1	COPS6	0.02
AAK1	COPS7A	0.04
AAK1	COPS7B	0.04
AAK1	COPS8	0.04
AAK1	COX10	0.02
AAK1	COX17P1	0.02
AAK1	COX17	0.06
AAK1	COX20	0.04
AAK1	COX5A	0.02
AAK1	COX5B	0.02
AAK1	COX6A1P2	0.02
AAK1	CPA3	0.1
AAK1	CPED1	0.02
AAK1	CPVL	0.06
AAK1	CPXM1	0.04
AAK1	CREB3L2	0.56
AAK1	CRELD2	0.02
AAK1	CRHBP	0.02
AAK1	CRIM1	0.02
AAK1	CRLF2	0.02
AAK1	CRNDE	0.04
AAK1	CRTC3	0.02
AAK1	CRY2	0.02
AAK1	CSF2RB	0.02
AAK1	CSNK1G2	0.22
AAK1	CSNK2B	0.02
AAK1	CSRNP1	0.02
AAK1	CTH	0.08
AAK1	CTNNAL1	0.04
AAK1	CTNNB1	0.02
AAK1	CTR9	0.02
AAK1	CYB5R1	0.18
AAK1	CYCSP55	0.14
AAK1	CYTH1	0.02
AAK1	D2HGDH	0.02
AAK1	DALRD3	0.02
AAK1	DBNL	0.02
AAK1	DBR1	0.04
AAK1	DCAF1	0.02
AAK1	DCBLD2	0.02
AAK1	DCP1B	0.02
AAK1	DCUN1D3	0.02
AAK1	DDAH2	0.02
AAK1	DDB2	0.02
AAK1	DDX11	0.02
AAK1	DDX19A	0.02
AAK1	DDX27	0.02
AAK1	DENND1C	0.02
AAK1	DENND3	0.02
AAK1	DHRS1	0.02
AAK1	DHX38	0.02
AAK1	DHX40	0.02
AAK1	DLG4	0.02
AAK1	DLST	0.04
AAK1	DNAJC14	0.02
AAK1	DNAJC18	0.02
AAK1	DNAJC24	0.02
AAK1	DNAJC30	0.08
AAK1	DNAJC5	0.12
AAK1	DNAJC6	0.02
AAK1	DND1P1	0.06
AAK1	DNM2	0.02
AAK1	DNPH1	0.06
AAK1	DPEP2	0.14
AAK1	DPM1	0.28
AAK1	DPYSL2	0.24
AAK1	DRC3	0.02
AAK1	DTNBP1	0.06
AAK1	DUS3L	0.02
AAK1	DUSP12	0.06
AAK1	DUSP16	0.02
AAK1	DUSP1	0.02
AAK1	DUSP27	0.02
AAK1	DUSP3	0.02
AAK1	DUSP6	0.06
AAK1	DUT	0.02
AAK1	DYNC1I2	0.02
AAK1	DYRK1A	0.06
AAK1	DZIP3	0.02
AAK1	E2F5	0.02
AAK1	E2F7	0.02
AAK1	EAPP	0.02
AAK1	ECE2	0.02
AAK1	ECHDC3	0.04
AAK1	ECM2	0.02
AAK1	EDF1	0.02
AAK1	EEA1	0.04
AAK1	EED	0.02
AAK1	EEF1A1P17	0.02
AAK1	EEF1A1P5	0.06
AAK1	EEF1A1P6	0.04
AAK1	EEF1AKMT1	0.04
AAK1	EFCAB14	0.02
AAK1	EFEMP2	0.02
AAK1	EIF2D	0.02
AAK1	EIF2S2	0.14
AAK1	EIF3F	0.04
AAK1	EIF4A3	0.04
AAK1	EIF4EBP2	0.04
AAK1	EIF4H	0.02
AAK1	EIF5	0.32
AAK1	ELK4	0.02
AAK1	ELMO2	0.02
AAK1	ELOCP2	0.04
AAK1	EMB	0.02
AAK1	EMD	0.02
AAK1	EML2	0.02
AAK1	ENGASE	0.04
AAK1	ENTPD3-AS1	0.02
AAK1	EPB41L3	0.02
AAK1	EPRS	0.02
AAK1	ERG	0.02
AAK1	ESCO1	0.02
AAK1	ESYT2	0.02
AAK1	ETFBKMT	0.02
AAK1	F11R	0.02
AAK1	F2RL1	0.04
AAK1	FAM117B	0.02
AAK1	FAM124B	0.04
AAK1	FAM126A	0.04
AAK1	FAM133DP	0.02
AAK1	FAM13A-AS1	0.02
AAK1	FAM160B1	0.02
AAK1	FAM161A	0.02
AAK1	FAM200A	0.02
AAK1	FAM210A	0.02
AAK1	FAM215B	0.26
AAK1	FAM227A	0.06
AAK1	FAM229A	0.02
AAK1	FAM234B	0.02
AAK1	FAM30A	0.04
AAK1	FAM3A	0.02
AAK1	FAM50B	0.02
AAK1	FAM86HP	0.02
AAK1	FAM98C	0.18
AAK1	FANCA	0.04
AAK1	FANCC	0.02
AAK1	FASTKD3	0.02
AAK1	FBLN2	0.02
AAK1	FBN1	0.06
AAK1	FBXO25	0.04
AAK1	FBXO38	0.02
AAK1	FBXO42	0.06
AAK1	FBXO43	0.02
AAK1	FBXO46	0.02
AAK1	FCER1A	0.04
AAK1	FCER1G	0.04
AAK1	FCGRT	0.04
AAK1	FDFT1	0.02
AAK1	FERMT3	0.02
AAK1	FGR	0.02
AAK1	FKBP4	0.02
AAK1	FLOT1	0.02
AAK1	FOXN3	0.5
AAK1	FOXP1-IT1	0.02
AAK1	FP565260.1	0.02
AAK1	FRG1BP	0.02
AAK1	FTH1P12	0.06
AAK1	FTH1P2	0.16
AAK1	FTH1P4	0.02
AAK1	FTH1P8	0.02
AAK1	FUS	0.02
AAK1	FZD3	0.02
AAK1	G3BP2	0.02
AAK1	GAA	0.02
AAK1	GABARAPL2	0.02
AAK1	GALNS	0.02
AAK1	GALT	0.02
AAK1	GATA1	0.02
AAK1	GCA	0.02
AAK1	GCHFR	0.02
AAK1	GDAP2	0.02
AAK1	GEMIN4	0.08
AAK1	GEMIN6	0.02
AAK1	GET4	0.02
AAK1	GGCT	0.02
AAK1	GIMAP7	0.02
AAK1	GLO1	0.02
AAK1	GLRX3P2	0.02
AAK1	GMIP	0.1
AAK1	GMPR2	0.02
AAK1	GNB1	0.12
AAK1	GOLGA8B	0.04
AAK1	GOLT1B	0.02
AAK1	GPATCH2	0.02
AAK1	GPATCH4	0.04
AAK1	GPR27	0.02
AAK1	GRAMD1B	0.04
AAK1	GSAP	0.02
AAK1	GTF2E1	0.02
AAK1	GTF2IRD1	0.02
AAK1	GTF2IRD2B	0.04
AAK1	GUSBP1	0.02
AAK1	GXYLT1	0.04
AAK1	H2AFY	0.02
AAK1	H3F3AP4	0.06
AAK1	H3F3AP5	0.04
AAK1	H3F3A	0.24
AAK1	HACD1	0.04
AAK1	HARS	0.02
AAK1	HAT1	0.04
AAK1	HBA2	0.7
AAK1	HBG1	0.34
AAK1	HBG2	0.06
AAK1	HCP5	0.02
AAK1	HDAC2	0.18
AAK1	HEATR5B	0.02
AAK1	HEMGN	0.12
AAK1	HENMT1	0.02
AAK1	HERC2	0.02
AAK1	HHLA3	0.1
AAK1	HIGD1A	0.02
AAK1	HILPDA	0.04
AAK1	HIST1H2APS5	0.02
AAK1	HIST1H2BD	0.04
AAK1	HIST1H2BJ	0.1
AAK1	HIST1H3F	0.02
AAK1	HIST1H3H	0.02
AAK1	HIST1H4B	0.2
AAK1	HIST1H4I	0.08
AAK1	HIST2H2AA3	0.08
AAK1	HIST2H4A	0.04
AAK1	HIVEP1	0.02
AAK1	HLA-DRB5	0.02
AAK1	HM13	0.02
AAK1	HMGN1P38	0.06
AAK1	HNRNPA1	0.02
AAK1	HNRNPAB	0.08
AAK1	HNRNPK	0.02
AAK1	HOXA5	0.02
AAK1	HPS3	0.14
AAK1	HSDL1	0.08
AAK1	HSPD1P4	0.02
AAK1	HTATSF1	0.28
AAK1	HYAL3	0.06
AAK1	ICA1L	0.02
AAK1	IFRD1	0.02
AAK1	IFT43	0.02
AAK1	IGF2BP2	0.34
AAK1	IGHM	0.04
AAK1	IKBKB	0.02
AAK1	IKZF2	0.06
AAK1	IL11RA	0.02
AAK1	IL12RB2	0.02
AAK1	IMMP1L	0.02
AAK1	ING4	0.08
AAK1	INPP4A	0.02
AAK1	INPP5F	0.18
AAK1	INSIG1	0.02
AAK1	INTS14	0.04
AAK1	INTS1	0.02
AAK1	INTS9	0.04
AAK1	IPCEF1	0.02
AAK1	IQGAP2	0.02
AAK1	IRF5	0.02
AAK1	ITGA2B	0.02
AAK1	ITGAL	0.04
AAK1	ITGB1BP1	0.04
AAK1	ITPR2	0.04
AAK1	ITSN2	0.02
AAK1	JRKL	0.02
AAK1	KATNBL1	0.02
AAK1	KBTBD11	0.02
AAK1	KCNH2	0.12
AAK1	KCNMB1	0.02
AAK1	KCNQ1OT1	0.02
AAK1	KDM4A-AS1	0.2
AAK1	KDM6B	0.06
AAK1	KIF13B	0.12
AAK1	KIF21B	0.04
AAK1	KIF3A	0.02
AAK1	KIF3B	0.12
AAK1	KIF5B	0.02
AAK1	KIF9-AS1	0.02
AAK1	KLF12	0.1
AAK1	KLHDC10	0.02
AAK1	KLHDC4	0.1
AAK1	KMT2A	0.14
AAK1	KPNA1	0.02
AAK1	KPNA4	0.02
AAK1	KPTN	0.02
AAK1	KRT10	0.04
AAK1	KTN1-AS1	0.1
AAK1	L3MBTL2	0.02
AAK1	LASP1	0.08
AAK1	LCMT1-AS1	0.04
AAK1	LCOR	0.02
AAK1	LEF1-AS1	0.02
AAK1	LETMD1	0.06
AAK1	LGALS3BP	0.04
AAK1	LGALS8	0.02
AAK1	LGALS9	0.02
AAK1	LHPP	0.38
AAK1	LHX6	0.04
AAK1	LINC00324	0.02
AAK1	LINC00624	0.02
AAK1	LINC00926	0.06
AAK1	LINC00963	0.02
AAK1	LINC01004	0.08
AAK1	LINC01011	0.02
AAK1	LINC01220	0.02
AAK1	LINC01238	0.02
AAK1	LINC01347	0.02
AAK1	LINC01410	0.08
AAK1	LINC01963	0.08
AAK1	LIPE	0.14
AAK1	LMBR1L	0.04
AAK1	LMBRD1	0.02
AAK1	LMTK2	0.02
AAK1	LONP2	0.02
AAK1	LPGAT1	0.02
AAK1	LRBA	0.1
AAK1	LRIG1	0.02
AAK1	LRMDA	0.02
AAK1	LRP12	0.02
AAK1	LRP3	0.08
AAK1	LRP5	0.12
AAK1	LRPPRC	0.02
AAK1	LRRC14	0.06
AAK1	LRRC37A	0.1
AAK1	LRRC37B	0.04
AAK1	LRRK1	0.02
AAK1	LSM11	0.04
AAK1	LTBP3	0.28
AAK1	LTBP4	0.06
AAK1	LTB	0.02
AAK1	LTO1	0.02
AAK1	LUZP1	0.02
AAK1	LY6G5C	0.06
AAK1	LYRM1	0.04
AAK1	LYRM4	0.02
AAK1	MAIP1	0.02
AAK1	MAN2A2	0.02
AAK1	MAP2K2	0.04
AAK1	MAP3K2-DT	0.04
AAK1	MAP4K5	0.04
AAK1	MAPK14	0.02
AAK1	MAPK8IP3	0.02
AAK1	MAPKAPK5-AS1	0.16
AAK1	MAST4	0.02
AAK1	MASTL	0.02
AAK1	MBD2	0.02
AAK1	MBD6	0.08
AAK1	MBTPS1	0.02
AAK1	ME3	0.02
AAK1	MECOM	0.02
AAK1	MED11	0.04
AAK1	MED12L	0.04
AAK1	MED21	0.02
AAK1	MED25	0.04
AAK1	MED4	0.08
AAK1	METAP1	0.02
AAK1	METTL16	0.02
AAK1	MFSD11	0.14
AAK1	MGAT4B	0.14
AAK1	MIB1	0.06
AAK1	MICAL1	0.04
AAK1	MIER1	0.2
AAK1	MIR1244-4	0.02
AAK1	MIR181A1HG	0.02
AAK1	MIR425	0.02
AAK1	MIR4435-2HG	0.04
AAK1	MIR7845	0.02
AAK1	MIS18BP1	0.02
AAK1	MKKS	0.02
AAK1	MKNK1	0.02
AAK1	MMADHC	0.02
AAK1	MOB2	0.02
AAK1	MOGS	0.12
AAK1	MORN1	0.06
AAK1	MPP1	0.16
AAK1	MPP6	0.02
AAK1	MPST	0.04
AAK1	MRE11	0.1
AAK1	MRM1	0.02
AAK1	MROH7	0.02
AAK1	MRPS31P4	0.02
AAK1	MRRF	0.02
AAK1	MTCH1	0.02
AAK1	MTCO1P12	0.06
AAK1	MTCO3P12	0.02
AAK1	MTCYBP18	0.02
AAK1	MTDH	0.02
AAK1	MTFMT	0.02
AAK1	MTM1	0.02
AAK1	MTMR3	0.02
AAK1	MTMR4	0.08
AAK1	MTPN	0.04
AAK1	MTRNR2L2	0.12
AAK1	MTR	0.04
AAK1	MTURN	0.02
AAK1	MYB	0.02
AAK1	MYCBP2-AS1	0.02
AAK1	NAA80	0.02
AAK1	NAALADL2	0.02
AAK1	NACA4P	0.02
AAK1	NACA	0.04
AAK1	NADK2	0.02
AAK1	NADSYN1	0.02
AAK1	NAP1L1P1	0.02
AAK1	NAP1L1	0.04
AAK1	NBAS	0.04
AAK1	NBPF11	0.06
AAK1	NBPF8	0.08
AAK1	NCKAP5L	0.02
AAK1	NCL	0.04
AAK1	NDE1	0.02
AAK1	NDN	0.06
AAK1	NDUFA11	0.04
AAK1	NDUFB9	0.04
AAK1	NDUFC2	0.02
AAK1	NECAP2	0.02
AAK1	NECTIN1	0.02
AAK1	NEDD4	0.18
AAK1	NEDD9	0.04
AAK1	NEIL2	0.02
AAK1	NEK3	0.02
AAK1	NEMF	0.08
AAK1	NEMP2	0.08
AAK1	NEPRO	0.02
AAK1	NETO2	0.02
AAK1	NFIC	0.02
AAK1	NFKBIA	0.04
AAK1	NGRN	0.1
AAK1	NID1	0.02
AAK1	NIPAL3	0.02
AAK1	NKTR	0.04
AAK1	NLRP2	0.02
AAK1	NLRX1	0.02
AAK1	NMB	0.02
AAK1	NME6	0.02
AAK1	NMT1	0.02
AAK1	NOC2LP1	0.04
AAK1	NOC2L	0.02
AAK1	NOG	0.06
AAK1	NONO	0.1
AAK1	NOP14	0.02
AAK1	NOSIP	0.02
AAK1	NOTCH2NLA	0.04
AAK1	NPIPB12	0.02
AAK1	NPIPB15	0.06
AAK1	NQO1	0.02
AAK1	NSMCE2	0.02
AAK1	NSUN7	0.08
AAK1	NUDCD2	0.02
AAK1	NUDT16L1	0.02
AAK1	NUDT19	0.02
AAK1	NUDT8	0.02
AAK1	NUFIP2	0.04
AAK1	NUP43	0.14
AAK1	OARD1	0.06
AAK1	OAT	0.3
AAK1	ODC1	0.04
AAK1	OGA	0.04
AAK1	OGFOD1	0.02
AAK1	OGFRL1	0.02
AAK1	OPRL1	0.02
AAK1	OS9	0.02
AAK1	OSGEP	0.02
AAK1	OSTCP2	0.02
AAK1	OXSR1	0.02
AAK1	P2RY1	0.02
AAK1	PABPN1	0.04
AAK1	PACS1	0.02
AAK1	PAIP1	0.02
AAK1	PAM16	0.02
AAK1	PANK2	0.02
AAK1	PAQR3	0.06
AAK1	PARP9	0.1
AAK1	PAXBP1	0.02
AAK1	PCED1A	0.02
AAK1	PCNP	0.02
AAK1	PCYOX1	0.02
AAK1	PDCD11	0.02
AAK1	PDE3B	0.14
AAK1	PDE4B	0.04
AAK1	PDK2	0.04
AAK1	PDLIM2	0.04
AAK1	PDLIM5	0.02
AAK1	PEX14	0.02
AAK1	PEX26	0.02
AAK1	PFKFB2	0.04
AAK1	PFKM	0.04
AAK1	PGAM1P8	0.08
AAK1	PGBD1	0.06
AAK1	PGGHG	0.02
AAK1	PGP	0.06
AAK1	PGRMC2	0.02
AAK1	PHC1	0.04
AAK1	PHF11	0.02
AAK1	PHF13	0.02
AAK1	PICALM	0.02
AAK1	PIGF	0.02
AAK1	PIK3R4	0.1
AAK1	PINK1	0.02
AAK1	PIP4K2B	0.02
AAK1	PITPNA-AS1	0.02
AAK1	PITPNC1	0.08
AAK1	PJVK	0.04
AAK1	PLAC8	0.02
AAK1	PLAU	0.02
AAK1	PLCB2	0.04
AAK1	PLCE1	0.02
AAK1	PLEC	0.02
AAK1	PLEKHA3	0.02
AAK1	PLEKHA5	0.02
AAK1	PLEKHG2	0.12
AAK1	PLEKHM1P1	0.02
AAK1	PLK2	0.02
AAK1	PLOD3	0.02
AAK1	PLXNB2	0.02
AAK1	PMPCB	0.02
AAK1	PMS2P2	0.02
AAK1	PNKP	0.02
AAK1	PNRC1	0.02
AAK1	POLD1	0.02
AAK1	POLL	0.16
AAK1	POLR2J2	0.1
AAK1	POLR2J3	0.1
AAK1	POLR2J4	0.16
AAK1	POLR3C	0.02
AAK1	POLR3D	0.02
AAK1	POLR3E	0.02
AAK1	PPHLN1	0.04
AAK1	PPIAP31	0.02
AAK1	PPIAP40	0.02
AAK1	PPIAP43	0.02
AAK1	PPIL2	0.02
AAK1	PPIP5K1	0.5
AAK1	PPM1H	0.02
AAK1	PPOX	0.02
AAK1	PPP1R35	0.02
AAK1	PPP1R37	0.12
AAK1	PPP1R3B	0.02
AAK1	PPP2R2D	0.04
AAK1	PPP4R1L	0.06
AAK1	PPP6R3	0.02
AAK1	PPTC7	0.02
AAK1	PRDM11	0.02
AAK1	PRDM15	0.04
AAK1	PRDX1	0.04
AAK1	PRDX6	0.02
AAK1	PRKAR1A	0.02
AAK1	PRKRIP1	0.04
AAK1	PRMT3	0.02
AAK1	PRMT9	0.02
AAK1	PRPF18	0.24
AAK1	PRPF40A	0.02
AAK1	PRPS1	0.02
AAK1	PRPSAP2	0.02
AAK1	PRR11	0.02
AAK1	PRR33	0.02
AAK1	PRRC1	0.04
AAK1	PRXL2A	0.02
AAK1	PSMC1	0.14
AAK1	PSMG2	0.04
AAK1	PSMG4	0.02
AAK1	PTENP1	0.02
AAK1	PTGER2	0.14
AAK1	PTOV1-AS1	0.1
AAK1	PTP4A2P1	0.06
AAK1	PTPN13	0.02
AAK1	PTPN22	0.02
AAK1	PTPN23	0.12
AAK1	PTPN9	0.48
AAK1	PTPRM	0.02
AAK1	PTS	0.04
AAK1	PUM3	0.04
AAK1	PUS1	0.02
AAK1	PWP2	0.04
AAK1	PWWP2A	0.02
AAK1	QSOX2	0.14
AAK1	RAB31	0.02
AAK1	RAB35	0.04
AAK1	RAB4A	0.02
AAK1	RAB5B	0.02
AAK1	RABAC1	0.02
AAK1	RAI1	0.18
AAK1	RALGAPA2	0.02
AAK1	RANBP17	0.06
AAK1	RAP1GAP2	0.02
AAK1	RASA2	0.02
AAK1	RASA4	0.1
AAK1	RASD1	0.02
AAK1	RASSF5	0.04
AAK1	RAVER2	0.02
AAK1	RBM42	0.06
AAK1	RBM47	0.04
AAK1	RC3H2	0.02
AAK1	RCBTB2	0.02
AAK1	RDH13	0.16
AAK1	RECK	0.1
AAK1	RELA	0.02
AAK1	REPIN1	0.02
AAK1	REPS1	0.12
AAK1	REV3L	0.02
AAK1	RFPL1S	0.02
AAK1	RFX2	0.04
AAK1	RFX3-AS1	0.02
AAK1	RGP1	0.06
AAK1	RGPD8	0.02
AAK1	RGS18	0.02
AAK1	RHBDD3	0.02
AAK1	RIOX2	0.16
AAK1	RIPOR3	0.02
AAK1	RITA1	0.02
AAK1	RN7SL4P	0.02
AAK1	RN7SL5P	0.02
AAK1	RNASEH2C	0.04
AAK1	RNF10	0.02
AAK1	RNF13	0.02
AAK1	RNF144A	0.02
AAK1	RNF168	0.02
AAK1	RNF175	0.02
AAK1	RNF185	0.04
AAK1	RNF187	0.02
AAK1	RNF20	0.02
AAK1	RNF6	0.02
AAK1	RNPS1P1	0.02
AAK1	RNU1-3	0.02
AAK1	RNU6-8	0.06
AAK1	RNU7-41P	0.02
AAK1	RNVU1-4	0.02
AAK1	ROCK2	0.22
AAK1	RORA	0.02
AAK1	RPL12P14	0.46
AAK1	RPL12P17	0.02
AAK1	RPL12P42	0.02
AAK1	RPL18AP3	0.02
AAK1	RPL23AP43	0.04
AAK1	RPL23AP65	0.04
AAK1	RPL23AP7	0.32
AAK1	RPL26P19	0.48
AAK1	RPL31P49	0.02
AAK1	RPL32P3	0.04
AAK1	RPL5P11	0.02
AAK1	RPL5P34	0.06
AAK1	RPL7P1	0.22
AAK1	RPL7P33	0.02
AAK1	RPL7P8	0.06
AAK1	RPL7P9	0.06
AAK1	RPL9P18	0.04
AAK1	RPL9P21	0.28
AAK1	RPS11P5	0.02
AAK1	RPS19P7	0.22
AAK1	RPS23P8	0.08
